Principal Nodal Strains (computed using Matlab)
    NODE       EPEL1          EPEL2          EPEL3          EPELINT        EPELEQV
     324    0.0000239027   0.0000023839  -0.0000102691   0.0000341718   0.0000230183
     325    0.0000723149  -0.0000016262  -0.0000307321   0.0001030470   0.0000707799
     326    0.0000062480  -0.0000082425  -0.0000536092   0.0000598571   0.0000416060
     327    0.0000052810  -0.0000037642  -0.0000194344   0.0000247155   0.0000166608
     328    0.0000062504   0.0000004076  -0.0000058735   0.0000121239   0.0000080784
     329    0.0000054293   0.0000006192  -0.0000058528   0.0000112821   0.0000075430
     330    0.0000042111   0.0000005962  -0.0000047623   0.0000089734   0.0000060154
     331    0.0000027435   0.0000002924  -0.0000028098   0.0000055533   0.0000037080
     332    0.0000017833  -0.0000000142  -0.0000010179   0.0000028011   0.0000018909
     333    0.0000022373   0.0000008632  -0.0000014441   0.0000036814   0.0000024786
     334    0.0000034468   0.0000011724  -0.0000018867   0.0000053335   0.0000035658
     335    0.0000047676   0.0000011058  -0.0000018368   0.0000066044   0.0000044084
     336    0.0000060792   0.0000008079  -0.0000014830   0.0000075622   0.0000051665
     337    0.0000279055   0.0000049139  -0.0000121419   0.0000400474   0.0000267760
     338    0.0000841630   0.0000014478  -0.0000359949   0.0001201580   0.0000819180
     339    0.0000062770  -0.0000054592  -0.0000524007   0.0000586777   0.0000413683
     340    0.0000053629  -0.0000021698  -0.0000191048   0.0000244677   0.0000166961
     341    0.0000060335   0.0000007132  -0.0000049076   0.0000109411   0.0000072896
     342    0.0000056320   0.0000008948  -0.0000051647   0.0000107967   0.0000072104
     343    0.0000049194   0.0000008554  -0.0000044395   0.0000093590   0.0000062526
     344    0.0000039809   0.0000006067  -0.0000029293   0.0000069101   0.0000046038
     345    0.0000033567   0.0000004255  -0.0000013899   0.0000047465   0.0000031910
     346    0.0000037737   0.0000009648  -0.0000010903   0.0000048639   0.0000032532
     347    0.0000050202   0.0000012802  -0.0000013782   0.0000063984   0.0000042827
